date,username,text
2019-07-17 23:58:49,tdrawer,Full grain leather! @shupeepoo
2019-07-17 20:25:36,melodybay,@geowhee
2019-07-17 20:19:52,melodybay,@geowhee
2019-07-17 20:19:42,melodybay,@ripedge13
2019-07-17 20:19:37,melodybay,@simplylina
2019-07-17 20:19:32,melodybay,@kraftyng
2019-07-17 20:19:28,melodybay,@christomlim
2019-07-17 20:19:23,melodybay,@yenyuting
2019-07-17 20:19:19,melodybay,@daphanitely
2019-07-17 20:19:15,melodybay,@yan_can_shoot
2019-07-17 20:19:07,melodybay,@chloe722
2019-07-17 20:19:03,melodybay,@allfunandnotdone
2019-07-17 20:18:50,melodybay,@joan_yeo
2019-07-17 20:18:46,melodybay,@bforbasil
2019-07-17 20:18:42,melodybay,@bevelynwee
2019-07-17 20:18:38,melodybay,@saffiqqah
2019-07-17 20:18:34,melodybay,@tansdarren
2019-07-17 20:08:19,alettamio,@bobohuaii
2019-07-17 19:39:48,xuannielily,@ro_zh_onerri @janelleleeeeee @serene.low.94
2019-07-17 19:28:53,heshufern,"@newob @sockyuan .
italian full grain premium leather!"
2019-07-17 19:28:39,garywellyjelly,@livefastdiey0ng @sufianv @wira.satria_
2019-07-17 19:22:58,firdauskohh,"From what i studied, it looks like an Italian Top-grain leather. A high graded natural leather that came from a cow or a calf. Very nice 👍 @thbitznpieces"
2019-07-17 19:21:32,serenez,@audrexyz @bbbisforbrandon @pinkzzz @b
2019-07-17 19:17:02,serenez,"I think it's your Italian Full Grain ""Jethro"" leather. @mavicaste @cassiepeaberry @terenceseahsz @thlastlove @jeanettefongg @showermermaid"
2019-07-17 19:14:39,syakirahhh,Cow leather @bobby_tjy @readonce @parkerzzz @therealtph
2019-07-17 18:58:04,wira.satria_,@livefastdiey0ng @garywellyjelly @sufianv
2019-07-17 18:50:29,parkerzzz,"Genuine, fine, sweet and tender — cut from the pasta-munching cows of Italy...
Italian leather?"
2019-07-17 18:48:44,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-07-17 18:46:37,thekatmuse,@kwsw
2019-07-17 18:46:34,thekatmuse,@jingx_goh
2019-07-17 18:46:27,thekatmuse,@josh_jy
2019-07-17 18:40:57,ashraffali,Genuine leather @sfool92 @quraesya
2019-07-17 18:35:57,claretmy,Calf leather
2019-07-20 08:31:36,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-07-27 10:39:59,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-07-29 19:02:14,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-07-31 18:46:41,greyandsanders,#greyandsanders #sofa #leathersofa #leather #furniture #furnituredesign #homeinspo #homeinterior #homedecor #interiors #interiordesign #interiordecor #sghome #sg #sghomedecor #homegoals #inspiration #instagram #singapore #igsg #instasg #livingroom #livingroomideas #handmade #italianleather #luxurylifestyle
2020-05-10 19:35:14,cloudysunrise,If get a dinning table w bench and chairs + living sofa got 20%?
2019-08-02 23:18:00,stillness.peace,❤😍
2019-08-02 18:32:43,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-08-12 18:11:20,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-08-16 18:02:54,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-08-23 19:33:20,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo
#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-09-07 16:21:42,kengning,Congratsssss! ❤️
2019-09-06 20:02:43,rubiomonocoatsg,Congratulations! 🎉🎉🎉
2019-09-06 12:40:36,karin_galley,Heartiest congrats team Grey & Sanders! 🥂✨
2019-09-06 00:28:02,joeyozy,Congrats!!! 🎉😭✨
2019-09-06 00:17:31,apple_0f_my_eye,"The fourth pic, that sofa is what model?"
2019-09-05 21:07:29,acsm,Wow congratulations 🎉🍾🎈
2019-09-05 19:14:38,nurafiqah_ali,@mattconnection
2019-09-05 18:59:21,poppyqueen,Congratulations!
2019-09-05 18:55:43,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo
#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor#singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-09-09 18:09:12,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
2019-10-19 12:40:14,cecilia.gan.56,pm$
2019-09-12 19:29:47,greyandsanders,#design #inspiration #homeanddecorsg #singapore #igsg #instasg #instagram #livingroom #livingroomdecor #homegoals #homeinspo #furniture #interiordeco #sghome #homedecor #interiordesign #sghomedecor
2019-09-13 18:56:28,pekpekgoh,How much is the console table ?
2019-09-13 18:29:29,greyandsanders,"#greyandsanders #solidwood #solidwoodfurniture #woodslabstable #blackwalnut #furniture #design #interiordesign #homeinterior #homedecor #interiordecor #homegoals #sghome #sghomedecor #homeinspo

#interiordesign #homeinteriors #interiordeco #homegoals #sghomedecor #homeinspo #inspiration #homedecor #singapore #design #igsg #instasg #livingroom #livingroomdecor #handmade #furnituredesign #luxury #luxurylifestyle #instagram"
