date,username,text
2020-03-31 02:29:31,ericzohar,Only in Singapore?:frowning_face:
2020-03-31 02:27:33,ericzohar,Man you guys have amazing stuff..!
2020-05-03 06:51:22,nisha_begum,Pm price
2020-04-11 22:18:30,bumpsandbubs_photography,This is beautiful
2020-04-07 18:57:31,uknowmedoyou2,I like e chair!! :red_heart:
2020-06-13 21:16:31,serimurni.s,"Hello, how much for this dining table?"
2020-05-03 13:36:44,mikheylafox,:orange_heart::orange_heart:
2020-04-12 09:30:54,cynthia88_,Is this a rocking chair ?
2020-04-13 11:04:45,razakpet1511,Can PM ME PLS
2020-04-13 11:04:16,razakpet1511,"Hi I would like to know the price of this dining table, for how many paxs, the bench? Tq"
2020-05-16 15:25:20,annurbeaute,Pm price
2020-05-03 06:50:44,nisha_begum,Pm.price
2020-04-16 00:03:55,bilalbeinghaider,It is extremely beautiful
2020-09-20 10:23:00,shannfey,May I have the price?
2020-08-18 16:35:26,joonypop,PM price
2020-05-18 23:58:21,mynameissitimariani,Pm price thanks
2020-12-30 09:32:23,isa.belle.shen,Price please.
2020-09-22 16:16:22,annaman62,Price please..
2020-06-25 19:55:32,tan_gibson,Pm price pls
2020-04-30 16:57:04,zhrdn.s,pm price please
2020-04-30 06:30:11,yatimaintain,Pm price tq
2020-06-22 11:59:27,jenjenjen2014,This containers safe for  hot food ?
2020-05-05 12:28:48,apvijaya29,How much
2020-05-03 18:11:43,maya_mompreneur,How much??
2020-05-03 15:46:23,veron_shuen,"Hi, are the tingkats induction cooker friendly?"
2020-05-03 10:24:43,cynthia88_,Are they for sales ??
2021-03-28 11:17:31,chubby.stick,Hi possible to pm me the price? Thanks
2020-11-07 14:28:08,heysyahey,"Hi we’re keen on this, is it avail in your warehouse now? @deanarrrrrr"
2020-05-16 16:34:52,simsarthistory,Dope!
2020-05-07 21:42:28,sgm7,Is it waterproof ? Suitable for outdoor
2020-05-07 14:09:50,adia_eman_huat_sestrodinomo,What the name of this dining table?
2020-12-25 17:21:49,anvaya78,What are the dimensions?
2020-06-27 22:40:27,rahah_says,Hi still avai?
2020-06-21 18:54:12,aynos,Hello! Does this fit a standard single mattress?
2020-05-16 14:00:55,ppangsy,Gorgeous!
2021-02-21 09:16:05,mwwardrobesg,What's e sofa name ?
2020-08-02 02:30:14,holigran90,May i know the price and measurement?
2020-07-22 08:03:27,ejune_joy,Whats the price @wihardjasg
2020-07-07 09:19:05,shidahahmd,How much is this set
2020-06-16 02:17:33,michiru510h,How much is this with the chaise on the right when sitting down?
2020-06-01 10:55:46,sarahshefasalwa,Hi can I know how much this sofa?
2020-12-05 00:27:33,home002019,How much is the dresser and its measurement?
2020-12-03 14:31:14,home002019,How much is the dresser?
2020-06-05 21:46:38,andigunawonton,That dressing table so cute
2021-03-28 11:09:39,chubby.stick,"Hi, possible to PM me the price? Thank you"
2020-11-19 18:57:48,suzyees,Can e sofa be customised ?
2020-09-17 12:41:28,badrumstips,:smiling_face_with_heart-eyes::OK_hand_medium-light_skin_tone:
2020-08-07 22:43:54,kalaivani_1112,Price pls
2020-06-05 12:44:47,odcdesign_aus,Check out our page for more interior design inspiration :smiling_face:
2020-07-06 10:39:36,stacos_stainlesssteel,:smiling_face_with_heart-eyes:
2020-06-28 18:41:48,zezezoozaza,Hi how much is the wooden stool??
2020-06-25 20:26:58,1fillthespaceswithlxve,:red_heart::red_heart::hundred_points::Philippines:
2020-06-12 23:05:04,seema.goyal75,Beauty...price n dimension pls
2020-06-16 14:05:34,cnbrr.hm,so much love for this mirror - many thought it was custom! :glowing_star:
2020-08-07 22:43:09,kalaivani_1112,Price pls
2020-06-29 14:22:09,shine_bright_l,Pm price and length pls thanks
2020-06-29 10:24:58,_sfariha,Price?
2020-06-28 23:39:56,ainun_marjana,Pm the price and material.tq
2020-06-28 21:27:41,natwng,Which model is this?
2020-06-28 14:37:56,wiravinna,DM price please
2020-07-19 10:48:17,mama3d2002,How much is this?
2020-07-14 21:59:05,everydaycurtains,:smiling_face_with_smiling_eyes::thumbs_up_medium-light_skin_tone:
2020-09-04 09:56:05,jryakala,Hm?
2020-10-16 16:19:53,andyaccessory,:smiling_face_with_heart-eyes:
2020-09-29 18:10:26,annietw_,Hi how much is this please?
2020-09-17 17:21:00,taissamaria,Nice table :) how much is it? Thx
2020-08-03 13:36:22,global__indian,Thank you for the feature:red_heart:
2020-10-06 15:59:37,pei_pei_pei_pei,The bookshelf is mounted onto wall or free standing? @wihardjasg
2020-10-18 19:50:50,pattig_74,:smiling_face_with_heart-eyes::red_heart:
2020-08-17 10:22:30,eddie_puricon,Is this teak and price please.
2020-08-16 10:10:30,hamidah__hamid,How much
2020-08-27 21:27:02,seema.goyal75,Which outlet can I see these dinning tables..
2021-01-31 09:00:28,skerts,Hi @wihardjasg what are the dimensions?
2020-08-31 19:17:58,123.square,:smiling_face_with_heart-eyes::fire:
2020-12-30 09:30:34,isa.belle.shen,"Hi, do you have other colors for this sofa in leather? Thank you!"
2020-09-17 07:01:04,rosmi_mawar,Hello i just want to know whether the Wihardja branch at Ubi is still operate or already close? Thank you.
2020-09-16 17:50:40,spoiltsingapourgirlchronicles,That looks so much more like joy than work :smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes:
2021-01-30 14:28:49,ros_samat,How much for the chair?
2020-09-20 19:39:04,cloudsndirts,This set looks like great value :thumbs_up_light_skin_tone:
2020-10-21 15:38:47,interiordesign_creativity,such a wonderful:smiling_face_with_heart-eyes:
2020-10-15 01:16:26,fauziazzhar,LIVING FOR THAT COFFEE TABLE
2020-10-19 08:48:43,berrymel_lynn,Pm please
2020-10-18 17:56:29,sygnur,Pm price please:smiling_face_with_smiling_eyes:
2020-10-18 17:44:30,surainasulaimann,How much?
2020-10-18 16:31:28,vivifevilish,Pls pm price for this sofa
2020-10-18 15:58:55,ishootieatipost,Price for this beautiful sofa pls?
2020-10-18 15:53:28,marythian,Is the cover washable @wihardjasg
2020-10-18 15:03:56,seema.goyal75,May I know the dimensions and price for this sofa..
2020-11-10 11:09:12,atinahjamal,"Hi there, is this still available ?"
2020-12-05 00:32:32,home002019,Yes I also want to know the price and measurement of the dresser.
2020-10-26 15:17:24,mama3d2002,Can i hv the dresser measurement + price?
2020-11-02 23:26:29,hometrust.sg,Beautiful slab :thumbs_up_light_skin_tone::Singapore::red_heart:
2021-02-04 01:06:29,ayurcentresg,Do u have stock?
2020-11-16 08:22:37,1fillthespaceswithlxve,:red_heart::red_heart::hundred_points::Philippines:
2020-11-12 11:49:16,a.rozina0507,Hi may i know the price of king size bed frame?
2020-12-01 21:38:38,raynielatiff,How much
2020-11-19 23:08:21,choobacca_,P
2020-11-24 07:20:23,scorpioorange16,Pm the price nice
2020-11-23 20:33:28,simmichelle6264,多少$呢？
2020-12-05 21:40:59,mey3am_jafarian,:tulip::OK_hand:
2020-12-05 17:01:22,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #outdoorfurniture #balconyset #homeliving #homedecor #sghome #customfurniture #interiorsg #balconysg #retro ⁠#sgfurniture #homeinspo #hdb #bto #interiordesignsg #igsg #sghomedecor #custommadefurniture
2020-12-09 17:01:46,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #diningtable #diningbench #homeliving #homedecor #hdb #hdbsg #interiorsg #woodtable #bto #diningchair #diningroomideas #sgfurniture⁠ #customfurniture #homeinspo #interiordesignsg #sghome #igsg
2020-12-13 17:01:37,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #suarwood #diningtable #livingroomdecor #homedecor #woodtable #interiorsg #moderninterior #customfurniture #diningroomideas #sgfurniture⁠ #hdb #bto #sghome #homeliving #igsg #homeinspo #woodchair
2020-12-17 17:01:40,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #officechair #studytable #homeoffice #homedecor #wfh #interiorsg #ergonomic #workingspace #woodtable #homeliving #customfurniture #sghome #igsg #wfhstyle #ergonomicchair
2020-12-25 15:42:28,anne_tlk,DM price please.
2020-12-24 14:47:50,wihardjasg,teak wood can be placed outdoors ... its colour will fade with the exposure of UV rays from the sun.
2020-12-23 15:17:29,omsweethomesg,Wont the rain ruin the teak wood?
2020-12-21 17:01:36,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #swing #porch #hdb #bto #homedecor #balcony #relaxingafternoon #interiorsg #furnituresg #loungearea #loungefurniture #customfurniture #igsg #balconydesign #outdoorfurniture #gardenswing
2020-12-25 09:01:48,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #sofa #livingroomsg #hdb #bto #homedecor #christmas2020 #sgfurniture #christmassg #xmas2020⁠ #sghome #homeinspo #interiorsg #homeliving #igsg
2020-12-29 15:01:15,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #sofa #livingroomsg #hdb #bto #homedecor #moderntraditional #sgfurniture #chestofdrawers #colors #homeinspo #homeliving #sghome #igsg #woodenchest #sghomedecor
2021-01-02 16:01:08,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #homeliving #homedecor #sghome #lshapedsofa #bto #furnituresg #hdb #interiorsg #livingroom #coffeetable #danishdesign #sgcustomfurniture #sgig⁠
2021-01-06 16:01:32,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #bedframe #storagespace #homeliving #homedecor #bto #sghome #hdb #interiorsg #bedroom #spacesaver #furnituresg #sgig #sgcustomfurniture⁠
2021-01-10 17:01:25,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #vanitytable #dressingtable #homeliving #homedecor #sghome #hdbsg #interiorsg #bedroom #btosg #vanityarea #sgfurniture
2021-01-14 17:01:18,wihardjasg,"#wihardjasg #singapore #furnitureonline #teakfurniture #bookshelf #laddershelf #livingroominspo #homedecor #bto #interiorsg #moderninterior ⁠
#sgcustomfurniture #hdb #sgfurniture⁠"
2021-01-20 06:26:35,slnznddn,Price pls
2021-01-18 17:13:10,kyuenfoziah,Pm Price pls
2021-01-18 17:01:34,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #bedframe #bunkbed #doublebed #hdb #bto #homedecor #smallbedroom #interiorsg #qualitysleep #customfurniture #hdbdesign
2021-01-22 17:01:32,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #shoecabinet #rattan #hdb #bto #homedecor #entryway #rattanfurniture #interiorsg #furnituresg #hdbdesign #homeliving
2021-02-04 08:36:58,leo.diana,how much is eavh chsirs?
2021-01-26 19:03:40,thoyyeehua,How do we maintain teak dining table?
2021-01-26 12:01:13,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #diningtable  #roundtable #hdb #bto #homedecor #diningroom #diningchairs #furnituresg #homeliving #hdbdesign
2021-02-04 14:05:22,zapsapiera,how much?
2021-02-03 17:01:36,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #homeliving #homedecor #sghome #studytable #desk #bto #furnituresg #hdb #interiorsg #homeoffice #wfhsg #danishdesign #sgcustomfurniture #sgig
2021-02-07 17:01:15,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #coffeetable #sofa #homeliving #homedecor #bto #sghome #hdb #interiorsg #livingroom #furnituresg #sgig #sgcustomfurniture
2021-02-11 17:01:09,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #suar #diningchairs #homeliving #homedecor #sghome #hdb #interiorsg #diningarea #bto #rounddiningtable #sgfurniture #igsg #nordicdiningtable
2021-02-15 17:01:06,wihardjasg,#wihardjasg #singapore #furnitureonline #teakfurniture #sofa #l-shapedsofa #hdbsg #luxesofa #btosg #homedecor #livingroom #relaxingafternoon #interiorsg #furnituresg #loungearea
